Number,areaaName,attaackNature,MartyrsNumber,Date
1916,Sibbi,Terrorist Attack,12,"December 27, 2014"
1917,Dera Allah Yar,Terrorist Attack,13,"December 25, 2014"
1918,Surab,Terrorist Attack,14,"December 23, 2014"
1919,Pasni,Terrorist Attack,15,"December 22, 2014"
1920,Quetta,Terrorist Attack,16,"December 21, 2014"
1921,Turbat,Terrorist Attack,17,"December 20, 2014"
1922,Kech,Terrorist Attack,18,"December 19, 2014"
1923,Makran,Terrorist Attack,19,"December 18, 2014"
1924,Chaman,Terrorist Attack,9,"December 18, 2014"
1925,Hub,Terrorist Attack,8,"December 17, 2014"
1926,Gawadar,Terrorist Attack,7,"December 17, 2014"
1927,Hub,Terrorist Attack,6,"December 17, 2014"
1928,Surab,Terrorist Attack,5,"December 16, 2014"
1929,Pasni,Terrorist Attack,4,"December 16, 2014"
1930,Turbat,Terrorist Attack,3,"December 15, 2014"
1931,Kech,Terrorist Attack,2,"December 15, 2014"
1932,Makran,Terrorist Attack,1,"December 15, 2014"
1933,Chaman,Terrorist Attack,10,"December 12, 2014"
1934,Hub,Terrorist Attack,9,"December 11, 2014"
1935,Gawadar,Terrorist Attack,8,"December 10, 2014"
1936,Zohb,Terrorist Attack,7,"December 7, 2014"
1937,Kharan,Terrorist Attack,6,"December 4, 2014"
1938,Loralai,Terrorist Attack,5,"November 29, 2014"
1939,Sibbi,Terrorist Attack,4,"November 25, 2014"
1940,Khuzdar,Terrorist Attack,3,"November 24, 2014"
1941,Turbat,Terrorist Attack,2,"November 24, 2014"
1942,Makran,Terrorist Attack,4,"November 20, 2014"
1943,Sibbi,Terrorist Attack,5,"November 19, 2014"
1944,Dera Allah Yar,Terrorist Attack,6,"November 18, 2014"
1945,Surab,Terrorist Attack,7,"November 14, 2014"
1946,Pasni,Terrorist Attack,8,"November 12, 2014"
1947,Quetta,Terrorist Attack,9,"November 12, 2014"
1948,Turbat,Terrorist Attack,6,"November 10, 2014"
1949,Kech,Terrorist Attack,5,"November 9, 2014"
1950,Makran,Terrorist Attack,4,"November 9, 2014"
1951,Chaman,Terrorist Attack,3,"November 8, 2014"
1952,Hub,Terrorist Attack,6,"November 5, 2014"
1953,Gawadar,Terrorist Attack,7,"November 4, 2014"
1954,Hub,Terrorist Attack,8,"November 4, 2014"
1955,Surab,Terrorist Attack,9,"November 2, 2014"
1956,Pasni,Terrorist Attack,7,"November 2, 2014"
1957,Turbat,Terrorist Attack,6,"October 31, 2014"
1958,Kech,Terrorist Attack,5,"October 31, 2014"
1959,Makran,Terrorist Attack,4,"October 31, 2014"
1960,Chaman,Terrorist Attack,3,"October 29, 2014"
1961,Hub,Terrorist Attack,2,"October 27, 2014"
1962,Gawadar,Terrorist Attack,1,"October 27, 2014"
1963,Zohb,Terrorist Attack,1,"October 24, 2014"
1964,Kharan,Terrorist Attack,12,"October 23, 2014"
1965,Loralai,Terrorist Attack,13,"October 23, 2014"
1966,Sibbi,Terrorist Attack,4,"October 22, 2014"
1967,Dera Allah Yar,Terrorist Attack,5,"October 14, 2014"
1968,Surab,Terrorist Attack,6,"October 12, 2014"
1969,Pasni,Terrorist Attack,7,"October 11, 2014"
1970,Quetta,Terrorist Attack,8,"October 9, 2014"
1971,Turbat,Terrorist Attack,9,"October 9, 2014"
1972,Kech,Terrorist Attack,8,"September 28, 2014"
1973,Makran,Terrorist Attack,7,"September 25, 2014"
1974,Chaman,Terrorist Attack,6,"September 24, 2014"
1975,Hub,Terrorist Attack,5,"September 24, 2014"
1976,Gawadar,Terrorist Attack,4,"September 23, 2014"
1977,Hub,Terrorist Attack,3,"September 23, 2014"
1978,Surab,Terrorist Attack,2,"September 23, 2014"
1979,Pasni,Terrorist Attack,1,"September 19, 2014"
1980,Turbat,Terrorist Attack,11,"September 18, 2014"
1981,Kech,Terrorist Attack,12,"September 18, 2014"
1982,Makran,Terrorist Attack,1,"September 17, 2014"
1983,Chaman,Terrorist Attack,2,"September 17, 2014"
1984,Hub,Terrorist Attack,3,"September 17, 2014"
1985,Gawadar,Terrorist Attack,4,"September 12, 2014"
1986,Zohb,Terrorist Attack,5,"September 12, 2014"
1987,Kharan,Terrorist Attack,6,"September 12, 2014"
1988,Loralai,Terrorist Attack,7,"September 11, 2014"
1989,Sibbi,Terrorist Attack,8,"September 10, 2014"
1990,Dera Allah Yar,Terrorist Attack,9,"September 9, 2014"
1991,Surab,Terrorist Attack,10,"September 3, 2014"
1992,Pasni,Terrorist Attack,9,"August 31, 2014"
1993,Quetta,Terrorist Attack,8,"August 30, 2014"
1994,Turbat,Terrorist Attack,7,"August 29, 2014"
1995,Kech,Terrorist Attack,6,"August 26, 2014"
1996,Makran,Terrorist Attack,5,"August 24, 2014"
1997,Chaman,Terrorist Attack,4,"August 24, 2014"
1998,Hub,Terrorist Attack,1,"August 23, 2014"
1999,Gawadar,Terrorist Attack,2,"August 19, 2014"
2000,Hub,Terrorist Attack,3,"August 18, 2014"
2001,Surab,Terrorist Attack,4,"August 17, 2014"
2002,Pasni,Terrorist Attack,11,"August 16, 2014"
2003,Pasni,Terrorist Attack,12,"August 15, 2014"
2004,Turbat,Terrorist Attack,13,"August 15, 2014"
2005,Kech,Terrorist Attack,14,"August 14, 2014"
2006,Makran,Terrorist Attack,15,"August 10, 2014"
2007,Chaman,Terrorist Attack,16,"August 10, 2014"
2008,Hub,Terrorist Attack,17,"August 8, 2014"
2009,Gawadar,Terrorist Attack,18,"August 6, 2014"
2010,Zohb,Terrorist Attack,19,"August 6, 2014"
2011,Kharan,Terrorist Attack,8,"August 6, 2014"
2012,Loralai,Terrorist Attack,7,"August 4, 2014"
2013,Sibbi,Terrorist Attack,6,"August 1, 2014"
2014,Dera Allah Yar,Terrorist Attack,5,"July 31, 2014"
2015,Surab,Terrorist Attack,4,"July 30, 2014"
2016,Pasni,Terrorist Attack,3,"July 30, 2014"
2017,Quetta,Terrorist Attack,2,"July 25, 2014"
2018,Turbat,Terrorist Attack,1,"July 25, 2014"
2019,Kech,Terrorist Attack,11,"July 24, 2014"
2020,Makran,Terrorist Attack,12,"July 22, 2014"
2021,Chaman,Terrorist Attack,13,"July 20, 2014"
2022,Hub,Terrorist Attack,14,"July 16, 2014"
2023,Gawadar,Terrorist Attack,15,"July 14, 2014"
2024,Hub,Terrorist Attack,16,"July 13, 2014"
2025,Surab,Terrorist Attack,17,"July 11, 2014"
2026,Pasni,Terrorist Attack,18,"July 10, 2014"
2027,Pasni,Terrorist Attack,18,"July 9, 2014"
2028,Turbat,Terrorist Attack,19,"July 6, 2014"
2029,Kech,Terrorist Attack,8,"July 1, 2014"
2030,Makran,Terrorist Attack,7,"June 30, 2014"
2031,Chaman,Terrorist Attack,7,"June 30, 2014"
2032,Hub,Terrorist Attack,8,"June 26, 2014"
2033,Gawadar,Terrorist Attack,9,"June 19, 2014"
2034,Zohb,Terrorist Attack,6,"June 18, 2014"
2035,Kharan,Terrorist Attack,5,"June 15, 2014"
2036,Loralai,Terrorist Attack,4,"June 15, 2014"
2037,Sibbi,Terrorist Attack,3,"June 13, 2014"
2038,Dera Allah Yar,Terrorist Attack,2,"June 13, 2014"
2039,Surab,Terrorist Attack,1,"June 12, 2014"
2040,Pasni,Terrorist Attack,11,"June 11, 2014"
2041,Quetta,Terrorist Attack,12,"June 9, 2014"
2042,Turbat,Terrorist Attack,13,"June 8, 2014"
2043,Kech,Terrorist Attack,14,"June 6, 2014"
2044,Makran,Terrorist Attack,15,"May 31, 2014"
2045,Chaman,Terrorist Attack,16,"May 24, 2014"
2046,Hub,Terrorist Attack,17,"May 24, 2014"
2047,Surab,Terrorist Attack,18,"May 24, 2014"
2048,Pasni,Terrorist Attack,19,"May 19, 2014"
2049,Turbat,Terrorist Attack,8,"May 18, 2014"
2050,Kech,Terrorist Attack,9,"May 16, 2014"
2051,Makran,Terrorist Attack,7,"May 11, 2014"
2052,Chaman,Terrorist Attack,6,"May 10, 2014"
2053,Hub,Terrorist Attack,5,"May 9, 2014"
2054,Gawadar,Terrorist Attack,4,"May 6, 2014"
2055,Zohb,Terrorist Attack,3,"May 4, 2014"
2056,Kharan,Terrorist Attack,2,"May 4, 2014"
2057,Loralai,Terrorist Attack,1,"May 2, 2014"
2058,Sibbi,Terrorist Attack,1,"May 1, 2014"
2059,Dera Allah Yar,Terrorist Attack,1,"April 24, 2014"
2060,Surab,Terrorist Attack,2,"April 23, 2014"
2061,Pasni,Terrorist Attack,3,"April 21, 2014"
2062,Quetta,Terrorist Attack,4,"April 20, 2014"
2063,Turbat,Terrorist Attack,5,"April 18, 2014"
2064,Kech,Terrorist Attack,6,"April 15, 2014"
2065,Makran,Terrorist Attack,7,"April 7, 2014"
2066,Chaman,Terrorist Attack,8,"April 2, 2014"
2067,Hub,Terrorist Attack,9,"April 1, 2014"
2068,Surab,Terrorist Attack,9,"March 31, 2014"
2069,Pasni,Terrorist Attack,8,"March 29, 2014"
2070,Turbat,Terrorist Attack,7,"March 28, 2014"
2071,Makran,Terrorist Attack,6,"March 27, 2014"
2072,Zohb,Terrorist Attack,14,"March 26, 2014"
2073,Kharan,Terrorist Attack,15,"March 25, 2014"
2074,Surab,Terrorist Attack,16,"March 25, 2014"
2075,Pasni,Terrorist Attack,17,"March 20, 2014"
2076,Turbat,Terrorist Attack,18,"March 19, 2014"
2077,Kech,Terrorist Attack,19,"March 15, 2014"
2078,Makran,Terrorist Attack,9,"March 11, 2014"
2079,Chaman,Terrorist Attack,8,"March 7, 2014"
2080,Zohb,Terrorist Attack,7,"March 6, 2014"
2081,Kharan,Terrorist Attack,6,"March 5, 2014"
2082,Loralai,Terrorist Attack,5,"March 4, 2014"
2083,Sibbi,Terrorist Attack,4,"March 1, 2014"
2084,Dera Allah Yar,Terrorist Attack,11,"February 28, 2014"
2085,Surab,Terrorist Attack,12,"February 26, 2014"
2086,Pasni,Terrorist Attack,13,"February 25, 2014"
2087,Quetta,Terrorist Attack,14,"February 23, 2014"
2088,Turbat,Terrorist Attack,15,"February 19, 2014"
2089,Kech,Terrorist Attack,16,"February 17, 2014"
2090,Makran,Terrorist Attack,17,"February 17, 2014"
2091,Chaman,Terrorist Attack,18,"February 16, 2014"
2092,Hub,Terrorist Attack,19,"February 16, 2014"
2093,Surab,Terrorist Attack,8,"February 15, 2014"
2094,Pasni,Terrorist Attack,7,"February 12, 2014"
2095,Turbat,Terrorist Attack,6,"February 3, 2014"
2096,Makran,Terrorist Attack,5,"January 26, 2014"
2097,Zohb,Terrorist Attack,4,"January 25, 2014"
2098,Kharan,Terrorist Attack,11,"January 25, 2014"
2099,Surab,Terrorist Attack,12,"January 24, 2014"
2100,Pasni,Terrorist Attack,13,"January 21, 2014"
2101,Turbat,Terrorist Attack,12,"January 18, 2014"
2102,Kech,Terrorist Attack,11,"January 18, 2014"
2103,Makran,Terrorist Attack,13,"January 16, 2014"
2104,Chaman,Terrorist Attack,14,"January 14, 2014"
2105,Zohb,Terrorist Attack,15,"January 9, 2014"
2106,Kharan,Terrorist Attack,16,"January 9, 2014"
2107,Loralai,Terrorist Attack,17,"January 4, 2014"
2108,Sibbi,Terrorist Attack,18,"January 4, 2014"
2109,Dera Allah Yar,Terrorist Attack,19,"January 2, 2014"
2110,Surab,Terrorist Attack,9,"June 1, 2021"
